logID,layerID,layerType,neuronID,activationFunction,lastValue,weights,bias
15,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
15,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
15,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
15,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
16,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
16,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
16,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
16,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
16,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
16,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
16,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
16,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
16,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
16,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
16,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
16,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
16,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
16,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
16,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
17,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
17,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
17,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
17,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
17,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
17,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
17,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
17,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
17,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
17,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
17,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
17,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
17,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
17,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
17,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
18,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
18,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
18,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
18,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
18,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
18,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
18,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
18,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
18,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
18,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
18,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
18,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
18,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
18,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
18,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
19,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
19,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
19,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
19,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
19,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
19,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
19,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
19,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
19,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
19,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
19,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
19,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
19,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
19,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
19,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
20,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
20,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
20,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
20,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
20,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
20,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
20,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
20,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
20,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
20,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
20,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
20,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
20,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
20,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
20,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
21,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
21,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
21,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
21,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
21,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
21,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
21,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
21,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
21,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
21,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
21,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
21,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
21,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
21,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
21,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
22,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
22,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
22,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
22,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
22,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
22,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
22,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
22,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
22,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
22,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
22,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
22,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
22,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
22,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
22,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
23,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
23,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
23,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
23,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
23,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
23,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
23,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
23,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
23,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
23,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
23,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
23,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
23,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
23,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
23,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
24,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
24,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
24,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
24,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
24,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
24,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
24,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
24,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
24,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
24,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
24,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
24,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
24,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
24,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
24,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
25,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
25,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
25,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
25,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
25,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
25,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
25,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
25,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
25,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
25,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
25,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
25,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
25,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
25,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
25,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
26,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
26,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
26,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
26,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
26,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
26,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
26,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
26,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
26,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
26,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
26,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
26,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
26,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
26,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
26,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
27,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
27,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
27,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
27,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
27,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
27,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
27,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
27,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
27,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
27,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
27,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
27,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
27,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
27,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
27,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
28,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
28,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
28,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
28,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
28,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
28,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
28,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
28,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
28,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
28,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
28,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
28,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
28,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
28,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
28,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
29,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
29,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
29,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
29,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
29,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
29,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
29,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
29,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
29,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
29,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
29,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
29,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
29,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
29,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
29,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
30,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
30,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
30,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
30,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
30,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
30,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
30,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
30,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
30,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
30,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
30,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
30,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
30,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
30,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
30,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
31,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
31,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
31,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
31,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
31,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
31,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
31,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
